"timestamp";"max";"min";"temperature"
72054000000;61.1;48.8;54.3
72140400000;47.9;43.9;45.5
72226800000;62.0;44.0;50.0
72313200000;71.9;42.4;55.7
72399600000;65.1;47.0;57.2
72486000000;86.1;51.2;69.2
72572400000;77.1;42.0;54.8
72658800000;62.9;38.0;51.6
72745200000;52.1;42.9;46.0
72831600000;65.9;42.2;51.7
72918000000;56.9;47.0;53.9
73004400000;56.0;43.1;49.2
73090800000;56.9;38.0;48.2
73177200000;56.9;44.9;49.9
73263600000;62.9;38.9;52.7
73350000000;73.1;46.1;61.2
73436400000;74.0;50.1;64.0
73522800000;75.8;56.9;64.6
73609200000;74.9;59.6;67.5
73695600000;73.1;61.0;65.2
73782000000;65.9;56.5;61.0
73868400000;60.2;53.5;56.5
73954800000;65.1;46.1;56.8
74041200000;80.0;53.9;66.4
74127600000;64.1;52.4;57.6
74214000000;52.1;46.0;47.7
74300400000;60.2;44.7;51.5
74386800000;71.0;44.0;58.5
74473200000;75.8;48.8;63.5
74559600000;76.0;53.0;66.7
74646000000;69.2;57.8;61.8
74732400000;73.1;56.7;62.9
74818800000;74.9;57.8;63.3
74905200000;70.1;54.4;60.4
74991600000;74.0;53.9;63.0
75078000000;71.9;55.7;63.0
75164400000;62.0;53.9;57.7
75250800000;78.5;59.1;67.6
75337200000;78.2;60.0;68.2
75423600000;75.8;55.0;65.6
75510000000;82.3;55.1;67.9
75596400000;68.4;52.7;60.8
75682800000;64.1;46.7;55.5
75769200000;69.5;47.4;59.0
75855600000;80.0;48.8;65.1
75942000000;77.1;53.9;67.1
76028400000;74.9;63.5;69.1
76114800000;74.9;63.6;68.5
76201200000;74.0;62.2;67.7
76287600000;75.8;53.0;63.2
76374000000;83.0;59.9;70.9
76460400000;86.1;65.9;74.6
76546800000;79.1;61.4;69.1
76633200000;70.1;60.2;64.4
76719600000;75.8;59.8;67.9
76806000000;83.0;56.9;71.1
76892400000;84.8;69.2;77.1
76978800000;74.0;50.9;62.6
77065200000;68.1;46.8;57.3
77151600000;74.0;52.1;64.4
77238000000;75.8;63.7;69.0
77324400000;73.1;66.4;68.9
77410800000;87.2;67.1;75.3
77497200000;80.0;68.5;72.8
77583600000;78.2;64.3;70.6
77670000000;69.2;62.9;66.5
77756400000;68.1;60.4;64.7
77842800000;77.1;64.4;70.1
77929200000;73.1;67.4;70.8
78015600000;71.9;59.1;66.3
78102000000;64.1;56.0;59.8
78188400000;66.8;56.0;62.2
78274800000;69.2;58.3;63.0
78361200000;71.0;62.1;65.7
78447600000;80.0;59.1;70.3
78534000000;81.2;65.0;73.9
78620400000;74.9;65.5;70.6
78706800000;82.1;66.3;71.5
78793200000;83.9;64.1;73.2
78879600000;91.1;71.7;81.0
78966000000;89.9;73.5;79.2
79052400000;78.2;64.6;71.7
79138800000;69.2;60.1;62.9
79225200000;74.0;58.8;66.6
79311600000;75.8;60.2;68.5
79398000000;78.2;63.0;68.6
79484400000;78.7;61.1;70.4
79570800000;88.1;66.6;75.8
79657200000;91.1;69.2;80.0
79743600000;91.1;73.1;81.5
79830000000;78.2;70.6;74.3
79916400000;92.0;73.0;81.9
80002800000;95.1;75.7;84.1
80089200000;89.9;76.1;82.8
80175600000;89.0;74.7;80.7
80262000000;89.9;75.8;82.3
80348400000;95.1;75.4;85.1
80434800000;89.0;72.1;80.1
80521200000;92.0;72.2;80.4
80607600000;91.1;74.9;84.1
80694000000;96.2;79.1;87.0
80780400000;89.9;79.4;85.0
80866800000;89.9;72.6;80.4
80953200000;80.0;65.9;73.7
81039600000;80.0;67.1;73.3
81126000000;80.0;66.1;73.8
81212400000;80.0;64.5;73.5
81298800000;80.9;68.3;74.3
81385200000;73.1;66.9;70.5
81471600000;87.2;66.7;76.6
81558000000;83.0;71.9;77.7
81644400000;84.8;71.9;77.9
81730800000;82.1;69.5;76.4
81817200000;77.0;59.8;68.5
81903600000;77.1;61.1;70.2
81990000000;84.8;70.9;77.4
82076400000;83.9;72.3;78.4
82162800000;87.2;71.9;77.6
82249200000;74.9;60.2;67.8
82335600000;78.2;56.9;68.7
82422000000;80.0;66.1;72.7
82508400000;88.1;70.0;78.0
82594800000;89.0;70.4;79.4
82681200000;77.1;63.4;70.1
82767600000;74.9;60.2;68.6
82854000000;71.9;65.0;68.7
82940400000;83.0;68.5;74.9
83026800000;87.2;69.0;77.8
83113200000;83.0;66.8;74.9
83199600000;81.2;64.1;73.3
83286000000;84.0;64.1;73.8
83372400000;85.6;65.0;75.6
83458800000;92.0;71.9;80.2
83545200000;91.1;74.7;81.6
83631600000;89.0;73.5;79.8
83718000000;88.1;71.7;79.5
83804400000;83.9;73.5;78.8
83890800000;88.1;69.2;78.1
83977200000;83.9;70.6;77.4
84063600000;86.1;68.2;75.9
84150000000;83.0;66.5;73.8
84236400000;74.9;68.5;71.5
84322800000;83.9;67.4;75.2
84409200000;77.1;63.7;70.1
84495600000;71.9;57.7;66.3
84582000000;82.1;57.8;70.2
84668400000;80.0;62.9;71.2
84754800000;80.0;62.0;70.9
84841200000;83.9;64.2;72.8
84927600000;74.9;56.0;65.7
85014000000;80.0;53.9;67.6
85100400000;78.0;65.9;70.1
85186800000;80.0;66.3;71.7
85273200000;87.0;67.3;75.9
85359600000;73.2;61.2;67.6
85446000000;82.1;60.2;71.0
85532400000;92.0;66.8;78.4
85618800000;83.9;72.9;76.9
85705200000;80.0;60.3;72.4
85791600000;64.1;57.7;60.7
85878000000;62.9;54.9;59.1
85964400000;77.1;57.9;67.3
86050800000;66.8;50.1;58.9
86137200000;65.9;53.9;61.5
86223600000;80.0;61.1;70.3
86310000000;87.2;70.1;77.1
86396400000;83.9;68.8;75.9
86482800000;71.0;59.3;65.1
86569200000;66.8;59.9;63.1
86655600000;73.1;52.8;65.3
86742000000;62.9;44.9;54.1
86828400000;68.1;44.9;57.0
86914800000;71.3;51.2;60.6
87001200000;71.0;53.0;62.1
87087600000;70.1;57.6;64.4
87174000000;71.0;62.5;66.1
87260400000;66.8;54.9;62.3
87346800000;69.4;49.0;58.8
87433200000;59.1;46.5;53.6
87519600000;56.0;39.8;48.2
87606000000;62.0;39.8;52.7
87692400000;57.8;51.2;55.6
87778800000;56.9;47.0;52.3
87865200000;65.0;42.2;53.6
87951600000;61.1;44.0;50.5
88038000000;59.1;41.1;50.2
88124400000;66.1;47.0;57.4
88210800000;50.1;38.0;43.3
88297200000;44.0;35.0;38.3
88383600000;47.9;30.8;39.5
88470000000;52.4;34.1;44.0
88556400000;56.9;46.1;51.4
88642800000;66.8;50.1;58.8
88729200000;72.6;55.9;62.7
88815600000;56.9;44.0;51.7
88902000000;55.1;41.9;47.3
88988400000;60.2;42.2;51.1
89074800000;65.0;55.0;61.0
89161200000;65.0;53.0;60.5
89247600000;53.9;38.8;46.8
89334000000;47.0;35.0;41.0
89420400000;52.1;43.1;48.3
89506800000;61.1;48.1;55.5
89593200000;66.8;53.0;61.8
89679600000;56.9;47.0;51.8
89766000000;51.2;43.2;46.1
89852400000;51.2;39.8;45.9
89938800000;56.9;43.1;51.0
90025200000;59.1;48.3;55.8
90111600000;55.1;44.9;49.0
90198000000;60.5;42.2;49.5
90284400000;53.0;44.9;49.4
90370800000;52.1;46.1;49.4
90457200000;53.0;47.2;50.4
90543600000;51.2;39.1;45.2
90630000000;38.9;31.1;35.4
90716400000;45.6;30.8;37.3
90802800000;44.9;35.9;39.7
90889200000;52.1;32.0;39.6
90975600000;43.1;34.8;38.3
91062000000;51.5;36.7;43.2
91148400000;42.2;32.1;36.0
91234800000;34.1;25.2;29.6
91321200000;35.9;22.3;29.1
91407600000;47.0;29.9;36.9
91494000000;47.0;30.8;40.0
91580400000;64.1;45.2;52.9
91666800000;51.2;41.1;45.6
91753200000;55.1;41.1;47.6
91839600000;44.9;34.8;38.8
91926000000;41.1;33.2;35.4
92012400000;43.1;35.8;39.6
92098800000;47.0;37.1;42.9
92185200000;59.1;38.0;47.6
92271600000;44.9;33.9;37.8
92358000000;47.9;35.0;42.2
92444400000;64.1;39.8;51.1
92530800000;39.8;29.9;35.0
92617200000;53.5;28.1;36.3
92703600000;53.0;44.9;47.7
92790000000;50.1;44.9;46.8
92876400000;44.9;31.3;37.3
92962800000;37.1;29.9;32.7
93049200000;51.3;37.1;43.1
93135600000;44.9;35.7;39.8
93222000000;39.8;33.7;37.1
93308400000;38.0;23.9;31.5
93394800000;26.0;19.5;22.2
93481200000;38.0;19.1;29.1
93567600000;44.2;32.1;39.0
93654000000;46.1;38.6;42.0
93740400000;39.8;33.7;35.9
93826800000;43.1;36.4;41.0
93913200000;42.2;37.5;40.2
93999600000;39.8;35.0;37.6
94086000000;43.1;38.0;40.2
94172400000;43.1;37.4;40.5
94258800000;41.1;35.4;38.3
94345200000;44.0;35.0;39.7
94431600000;35.0;26.3;31.8
94518000000;42.8;25.1;35.7
94604400000;58.3;48.3;54.3
94690800000;58.6;44.9;54.7
94777200000;45.3;32.1;37.9
94863600000;36.5;29.3;33.0
94950000000;48.5;35.7;43.2
95036400000;42.6;34.4;39.4
95122800000;34.0;17.7;25.8
95209200000;22.6;16.0;18.5
95295600000;19.2;11.6;15.3
95382000000;26.2;10.9;18.7
95468400000;29.5;19.3;24.3
95554800000;32.5;19.8;26.4
95641200000;32.1;19.5;25.5
95727600000;33.9;22.6;28.1
95814000000;38.2;24.2;31.7
95900400000;45.0;33.2;38.0
95986800000;49.4;37.1;42.6
96073200000;59.6;39.3;48.2
96159600000;64.0;40.4;49.7
96246000000;55.8;41.2;49.1
96332400000;52.1;29.4;39.2
96418800000;41.1;24.9;32.8
96505200000;57.9;34.2;44.7
96591600000;57.9;44.0;49.6
96678000000;43.5;35.6;39.6
96764400000;44.5;30.7;38.4
96850800000;51.2;38.1;43.3
96937200000;44.4;37.5;41.2
97023600000;43.3;35.9;40.0
97110000000;38.2;18.9;29.7
97196400000;28.0;14.7;22.1
97282800000;27.4;16.0;23.9
97369200000;37.1;15.7;25.1
97455600000;57.4;34.1;48.1
97542000000;52.1;36.6;46.0
97628400000;45.9;36.6;41.1
97714800000;50.0;39.0;43.3
97801200000;39.5;33.1;36.2
97887600000;42.1;31.8;36.6
97974000000;43.1;34.5;39.5
98060400000;33.1;20.5;25.7
98146800000;28.1;17.9;22.9
98233200000;26.4;14.1;20.5
98319600000;33.0;9.0;20.5
98406000000;41.0;17.0;28.7
98492400000;43.9;28.0;35.4
98578800000;46.8;35.9;40.8
98665200000;38.0;11.9;26.9
98751600000;20.9;7.6;13.8
98838000000;33.3;10.9;22.1
98924400000;42.5;24.0;33.4
99010800000;49.8;34.1;41.7
99097200000;47.6;37.6;42.4
99183600000;43.9;33.5;38.2
99270000000;37.3;25.8;31.2
99356400000;38.1;25.3;31.2
99442800000;41.0;25.4;33.6
99529200000;38.1;33.1;36.4
99615600000;32.1;22.7;27.6
99702000000;42.9;20.2;30.8
99788400000;50.8;31.1;40.7
99874800000;62.3;37.9;48.8
99961200000;47.7;37.8;40.5
100047600000;56.8;38.2;47.2
100134000000;53.3;42.1;46.4
100220400000;44.9;38.8;41.9
100306800000;45.7;39.7;43.1
100393200000;61.2;43.9;52.5
100479600000;62.7;44.6;52.0
100566000000;49.5;39.9;44.5
100652400000;44.3;38.3;41.9
100738800000;64.2;45.2;55.0
100825200000;62.9;45.7;53.4
100911600000;47.8;42.6;45.1
100998000000;47.3;41.7;44.5
101084400000;65.4;47.7;56.2
101170800000;62.2;43.5;53.7
101257200000;41.6;33.0;36.2
101343600000;43.2;33.9;38.2
101430000000;47.9;32.9;39.6
101516400000;43.3;30.9;37.6
101602800000;43.1;34.8;38.0
101689200000;54.7;35.3;44.5
101775600000;64.7;37.0;50.2
101862000000;60.2;42.1;51.5
101948400000;55.3;45.1;49.6
102034800000;56.2;41.0;48.9
102121200000;50.2;37.8;43.1
102207600000;51.0;37.8;43.9
102294000000;49.2;42.6;46.3
102380400000;58.4;45.4;49.3
102466800000;52.3;43.6;47.2
102553200000;53.7;48.5;51.5
102639600000;54.9;45.7;51.6
102726000000;48.9;40.9;44.4
102812400000;52.5;42.5;47.4
102898800000;60.9;39.8;50.6
102985200000;65.7;46.6;54.9
103071600000;52.5;37.8;43.3
103158000000;53.3;37.0;44.4
103244400000;53.7;39.8;48.4
103330800000;46.2;36.7;40.4
103417200000;47.0;34.6;41.6
103503600000;48.3;34.3;41.4
103590000000;54.8;34.1;43.6
103676400000;64.3;38.6;51.4
103762800000;71.4;44.1;58.1
103849200000;66.9;57.3;62.7
103935600000;74.0;61.5;67.3
104022000000;77.7;60.5;68.5
104108400000;64.7;47.6;57.1
104194800000;62.7;45.7;54.1
104281200000;84.4;56.4;70.8
104367600000;80.9;56.8;69.7
104454000000;70.9;53.3;62.6
104540400000;64.0;50.1;57.5
104626800000;53.4;48.3;51.1
104713200000;57.7;47.0;50.5
104799600000;56.6;48.6;53.5
104886000000;58.6;47.8;52.5
104972400000;66.0;46.0;56.4
105058800000;67.4;52.6;58.9
105145200000;71.4;53.4;61.9
105231600000;74.0;59.3;65.1
105318000000;66.4;47.8;55.1
105404400000;55.8;45.7;50.1
105490800000;67.8;46.5;56.6
105577200000;67.3;49.4;56.3
105663600000;57.7;49.2;53.7
105750000000;62.5;54.4;57.9
105836400000;69.8;57.4;63.1
105922800000;74.4;55.6;63.8
106009200000;70.3;53.6;60.0
106095600000;66.5;50.6;58.8
106182000000;69.2;51.2;59.7
106268400000;59.6;49.9;55.8
106354800000;65.8;45.9;56.1
106441200000;65.5;51.2;58.7
106527600000;58.2;44.4;51.2
106614000000;68.7;42.2;57.6
106700400000;62.0;56.2;59.4
106786800000;60.0;54.7;56.9
106873200000;75.0;55.0;64.9
106959600000;64.8;53.4;56.9
107046000000;61.9;53.6;56.8
107132400000;57.9;51.2;54.7
107218800000;58.9;51.7;54.9
107305200000;57.3;50.5;53.6
107391600000;69.2;52.4;60.9
107478000000;81.4;63.9;73.4
107564400000;79.0;62.0;70.9
107650800000;76.4;61.1;69.2
107737200000;78.7;59.6;68.6
107823600000;76.8;63.4;68.1
107910000000;69.1;59.9;63.5
107996400000;85.4;61.8;71.9
108082800000;86.0;68.7;75.9
108169200000;83.0;64.7;73.1
108255600000;83.2;69.8;76.3
108342000000;86.8;69.1;78.3
108428400000;90.9;74.0;82.2
108514800000;88.9;72.9;80.5
108601200000;93.9;75.0;85.3
108687600000;92.8;77.3;84.9
108774000000;84.2;71.6;76.0
108860400000;83.0;66.7;74.2
108946800000;81.2;64.3;72.5
109033200000;77.6;67.1;72.1
109119600000;72.9;60.0;65.7
109206000000;65.4;60.2;62.7
109292400000;71.9;62.5;67.1
109378800000;80.9;64.6;71.3
109465200000;77.1;67.2;72.0
109551600000;75.8;67.8;71.7
109638000000;76.4;66.0;70.9
109724400000;77.6;64.5;69.0
109810800000;75.9;65.0;69.4
109897200000;79.0;63.7;69.4
109983600000;74.7;68.3;70.8
110070000000;81.0;68.5;73.6
110156400000;74.8;71.6;73.2
110242800000;81.9;70.4;74.4
110329200000;85.2;69.9;76.6
110415600000;84.9;70.4;77.0
110502000000;81.9;72.4;76.1
110588400000;84.9;73.7;77.8
110674800000;85.4;70.6;77.6
110761200000;83.2;68.1;76.4
110847600000;88.9;69.7;80.3
110934000000;92.8;75.8;84.6
111020400000;92.8;77.3;85.6
111106800000;90.0;76.8;83.3
111193200000;83.8;66.7;75.9
111279600000;74.2;59.9;67.9
111366000000;80.4;63.0;71.9
111452400000;91.8;73.5;82.8
111538800000;81.0;65.7;70.7
111625200000;83.5;64.5;72.6
111711600000;81.4;66.3;74.8
111798000000;85.6;68.3;76.8
111884400000;89.0;69.7;79.0
111970800000;89.0;72.9;79.3
112057200000;74.8;67.9;71.3
112143600000;83.3;68.7;74.8
112230000000;86.1;70.1;75.9
112316400000;86.7;67.5;77.2
112402800000;84.9;69.9;77.8
112489200000;82.3;70.1;75.9
112575600000;87.1;74.8;80.2
112662000000;88.3;76.5;81.5
112748400000;87.5;74.4;79.4
112834800000;84.1;70.8;77.5
112921200000;84.5;70.4;76.7
113007600000;80.5;70.8;74.7
113094000000;80.4;74.5;76.7
113180400000;82.2;74.6;77.8
113266800000;87.4;75.0;80.4
113353200000;86.8;70.1;78.8
113439600000;87.4;70.3;79.7
113526000000;88.9;71.8;80.1
113612400000;90.0;71.9;80.9
113698800000;90.8;74.6;82.3
113785200000;95.1;75.3;83.6
113871600000;85.5;76.3;80.3
113958000000;87.4;72.9;78.8
114044400000;83.3;70.1;77.1
114130800000;80.9;69.0;75.3
114217200000;79.5;69.5;74.1
114303600000;76.9;68.0;71.8
114390000000;79.9;69.4;73.3
114476400000;75.9;69.0;72.5
114562800000;80.0;66.5;72.5
114649200000;78.2;67.9;72.5
114735600000;77.7;66.3;70.9
114822000000;75.8;65.6;69.1
114908400000;76.2;60.7;68.4
114994800000;79.9;65.5;71.9
115081200000;82.3;68.1;74.8
115167600000;87.8;70.3;78.8
115254000000;89.9;75.3;82.4
115340400000;98.0;78.5;87.2
115426800000;94.4;77.6;86.0
115513200000;96.7;80.5;88.2
115599600000;94.9;75.2;85.2
115686000000;91.8;72.9;80.9
115772400000;92.9;75.9;84.2
115858800000;94.5;76.1;83.1
115945200000;92.4;75.3;82.7
116031600000;88.3;75.8;81.2
116118000000;84.4;75.0;79.5
116204400000;81.1;67.4;74.2
116290800000;80.9;63.2;70.9
116377200000;75.4;62.0;67.9
116463600000;74.4;54.3;64.2
116550000000;82.2;60.2;71.4
116636400000;76.4;62.2;69.8
116722800000;78.4;57.3;68.0
116809200000;72.4;60.2;68.0
116895600000;70.9;57.0;64.0
116982000000;78.4;61.6;68.9
117068400000;66.9;57.3;62.9
117154800000;76.8;60.3;68.2
117241200000;69.8;53.1;61.1
117327600000;72.8;54.4;64.1
117414000000;65.1;48.9;57.3
117500400000;74.9;53.8;63.6
117586800000;82.6;66.7;73.1
117673200000;70.3;60.1;65.1
117759600000;63.4;57.2;60.2
117846000000;69.9;54.5;62.5
117932400000;78.4;60.9;68.7
118018800000;75.9;65.8;71.8
118105200000;76.4;62.9;68.9
118191600000;69.8;56.1;62.8
118278000000;71.1;52.1;61.8
118364400000;74.4;60.8;67.0
118450800000;78.9;67.1;71.8
118537200000;81.0;63.4;71.7
118623600000;79.3;60.4;71.1
118710000000;71.9;54.2;63.2
118796400000;68.3;54.4;61.5
118882800000;70.9;56.4;63.4
118969200000;68.0;59.9;63.9
119055600000;77.1;57.5;65.1
119142000000;63.7;49.3;56.1
119228400000;71.0;51.2;60.2
119314800000;73.8;53.9;63.6
119401200000;71.5;59.9;66.0
119487600000;74.5;55.5;64.4
119574000000;63.4;50.5;58.3
119660400000;58.0;44.5;50.8
119746800000;57.3;43.2;49.8
119833200000;57.9;43.1;50.4
119919600000;64.3;52.1;57.4
120006000000;61.3;47.4;54.2
120092400000;66.9;46.6;55.4
120178800000;68.5;47.7;57.0
120265200000;75.3;47.0;59.8
120351600000;67.4;51.6;58.2
120438000000;74.7;51.4;60.9
120524400000;66.8;49.3;58.6
120610800000;55.3;41.5;49.8
120697200000;62.9;48.4;54.6
120783600000;61.9;48.0;52.7
120870000000;61.9;46.9;54.1
120956400000;60.2;52.5;55.7
121042800000;68.3;49.3;58.1
121129200000;61.6;46.9;55.4
121215600000;51.5;40.6;45.9
121302000000;48.3;41.5;44.3
121388400000;43.1;35.6;40.0
121474800000;48.8;36.2;41.8
121561200000;52.1;35.1;45.0
121647600000;50.6;34.1;42.7
121734000000;41.1;31.3;34.6
121820400000;44.4;29.8;37.4
121906800000;50.1;34.6;43.3
121993200000;60.4;44.0;52.0
122079600000;70.9;52.1;60.3
122166000000;75.4;53.1;64.4
122252400000;68.1;39.3;54.0
122338800000;44.0;33.5;39.2
122425200000;46.6;34.6;41.2
122511600000;53.5;43.6;47.5
122598000000;47.8;34.2;41.3
122684400000;53.9;37.1;46.0
122770800000;64.0;51.7;57.0
122857200000;62.9;45.4;54.4
122943600000;55.9;49.4;53.2
123030000000;64.4;47.8;55.8
123116400000;46.8;40.3;44.2
123202800000;54.0;45.4;51.4
123289200000;68.3;51.4;57.8
123375600000;54.9;40.8;47.4
123462000000;53.5;35.8;45.5
123548400000;47.0;32.6;40.5
123634800000;38.9;29.0;34.1
123721200000;54.0;34.1;44.1
123807600000;64.3;39.8;51.5
123894000000;61.9;53.9;58.4
123980400000;61.9;42.2;50.9
124066800000;45.0;38.2;41.3
124153200000;41.6;33.3;37.7
124239600000;57.3;37.7;46.2
124326000000;47.6;42.7;44.6
124412400000;42.0;33.9;38.4
124498800000;39.4;32.1;35.4
124585200000;48.3;31.1;39.6
124671600000;52.5;36.0;47.3
124758000000;37.3;32.3;34.6
124844400000;33.5;27.4;29.4
124930800000;31.0;17.3;26.0
125017200000;25.1;17.8;21.3
125103600000;25.0;17.1;20.3
125190000000;55.6;25.9;38.9
125276400000;56.9;25.6;45.4
125362800000;29.9;23.5;27.1
125449200000;42.5;29.9;35.4
125535600000;35.5;25.5;29.5
125622000000;41.9;24.2;32.4
125708400000;53.0;39.8;48.0
125794800000;60.9;46.8;56.3
125881200000;48.9;41.0;45.3
125967600000;47.9;39.0;44.1
126054000000;48.8;34.6;40.4
126140400000;42.0;33.3;35.9
126226800000;43.1;34.4;37.4
126313200000;33.0;26.3;30.2
126399600000;33.1;31.0;32.0
126486000000;35.5;28.5;31.1
126572400000;32.1;23.0;28.1
126658800000;34.1;30.4;32.4
126745200000;38.4;31.3;34.5
126831600000;32.6;23.9;27.0
126918000000;25.3;21.3;23.4
127004400000;31.0;23.1;27.3
127090800000;38.1;29.9;33.6
127177200000;32.1;21.8;26.5
127263600000;24.3;15.6;19.6
127350000000;32.6;16.3;24.3
127436400000;41.1;30.1;35.8
127522800000;45.3;38.6;41.8
127609200000;43.6;12.5;29.1
127695600000;22.9;6.5;13.4
127782000000;43.2;21.8;34.0
127868400000;31.3;24.3;28.1
127954800000;52.8;32.1;40.1
128041200000;51.5;41.2;44.5
128127600000;58.5;37.0;47.7
128214000000;47.8;37.9;40.9
128300400000;51.0;37.1;42.7
128386800000;49.0;36.6;42.2
128473200000;66.3;42.4;57.4
128559600000;56.1;44.9;50.5
128646000000;49.5;41.1;46.1
128732400000;56.0;38.8;45.9
128818800000;60.2;38.0;48.6
128905200000;38.4;31.3;35.0
128991600000;34.5;22.3;29.4
129078000000;23.7;20.6;22.5
129164400000;22.4;16.2;19.4
129250800000;22.1;11.4;16.2
129337200000;30.9;15.2;22.5
129423600000;33.9;28.1;31.0
129510000000;26.2;11.5;22.3
129596400000;29.7;16.8;23.2
129682800000;28.7;17.2;23.7
129769200000;32.9;25.1;29.3
129855600000;38.9;22.2;30.6
129942000000;55.1;33.2;42.4
130028400000;45.7;23.9;37.8
130114800000;32.0;19.7;25.7
130201200000;38.9;22.9;30.6
130287600000;41.7;30.3;35.2
130374000000;38.2;27.4;31.9
130460400000;53.5;33.7;41.7
130546800000;51.0;37.5;45.4
130633200000;48.9;32.3;38.9
130719600000;60.2;38.5;50.6
130806000000;52.9;32.9;40.2
130892400000;39.7;24.5;31.6
130978800000;34.5;30.3;32.7
131065200000;35.9;22.3;29.2
131151600000;40.4;26.7;33.5
131238000000;50.7;31.9;41.4
131324400000;49.4;40.3;45.7
131410800000;40.8;37.1;39.0
131497200000;41.7;38.8;40.5
131583600000;67.7;40.9;53.4
131670000000;66.7;52.0;62.0
131756400000;55.9;42.6;50.2
131842800000;69.4;48.3;57.8
131929200000;58.4;35.3;46.3
132015600000;38.8;33.9;36.3
132102000000;47.2;35.3;41.9
132188400000;45.4;31.3;38.5
132274800000;43.4;31.1;38.7
132361200000;38.8;21.8;29.6
132447600000;48.9;28.7;37.5
132534000000;51.0;31.0;40.4
132620400000;53.5;44.1;48.4
132706800000;44.0;35.6;39.4
132793200000;49.4;33.5;40.5
132879600000;59.1;38.9;47.0
132966000000;49.8;34.1;41.3
133052400000;53.4;36.7;43.0
133138800000;47.8;32.7;40.1
133225200000;56.4;36.6;46.4
133311600000;61.4;32.7;47.2
133398000000;35.3;21.0;29.0
133484400000;50.1;27.1;38.2
133570800000;46.8;30.7;39.0
133657200000;50.3;36.7;42.6
133743600000;36.9;27.6;30.8
133830000000;42.0;33.1;37.6
133916400000;47.9;37.8;42.9
134002800000;54.9;40.9;47.6
134089200000;60.0;43.4;50.3
134175600000;71.9;45.6;58.2
134262000000;76.4;53.9;63.9
134348400000;69.2;52.1;60.3
134434800000;52.1;36.7;45.0
134521200000;59.8;35.0;46.9
134607600000;50.6;43.6;48.4
134694000000;43.4;33.1;38.7
134780400000;47.4;29.1;38.0
134866800000;62.5;37.0;50.5
134953200000;65.9;48.8;57.3
135039600000;60.2;46.6;54.1
135126000000;58.0;45.4;50.2
135212400000;62.0;49.0;57.1
135298800000;61.7;44.9;52.7
135385200000;66.5;43.4;56.0
135471600000;72.6;50.1;61.6
135558000000;63.0;43.5;51.1
135644400000;62.7;40.4;50.4
135730800000;76.4;47.2;61.3
135817200000;77.3;59.9;67.9
135903600000;72.4;53.1;63.3
135990000000;55.9;45.4;50.3
136076400000;60.7;41.3;49.8
136162800000;64.7;47.4;56.5
136249200000;68.6;46.3;56.7
136335600000;76.9;49.5;63.5
136422000000;89.5;63.0;75.6
136508400000;77.7;60.3;70.8
136594800000;73.0;53.7;65.0
136681200000;60.7;43.8;51.5
136767600000;55.1;46.0;50.8
136854000000;61.4;48.6;54.6
136940400000;54.7;42.2;49.0
137026800000;58.5;48.9;52.0
137113200000;56.4;43.1;50.6
137199600000;63.6;44.1;53.7
137286000000;65.1;50.1;57.4
137372400000;62.8;51.9;56.3
137458800000;64.7;48.3;55.9
137545200000;70.1;54.2;59.8
137631600000;64.6;52.3;58.0
137718000000;76.1;52.4;64.2
137804400000;81.7;60.4;71.5
137890800000;78.9;64.2;71.5
137977200000;91.7;66.3;77.2
138063600000;75.9;64.0;70.6
138150000000;67.8;57.9;63.6
138236400000;69.1;53.5;60.4
138322800000;73.3;53.0;64.1
138409200000;87.8;62.4;75.1
138495600000;77.6;60.8;67.3
138582000000;68.3;58.5;61.6
138668400000;66.9;55.9;62.0
138754800000;66.9;54.5;60.6
138841200000;58.3;52.6;55.1
138927600000;71.0;51.0;60.6
139014000000;69.0;59.9;64.4
139100400000;67.6;57.5;62.9
139186800000;66.1;54.3;59.9
139273200000;73.8;62.0;68.3
139359600000;67.8;58.1;62.6
139446000000;73.7;53.0;63.8
139532400000;78.1;58.1;67.8
139618800000;82.1;62.1;71.2
139705200000;85.0;62.2;71.3
139791600000;66.8;56.6;60.4
139878000000;74.9;57.9;65.1
139964400000;87.3;62.9;75.4
140050800000;96.2;74.0;83.7
140137200000;82.1;72.1;77.1
140223600000;74.9;61.9;66.5
140310000000;74.0;57.3;66.4
140396400000;76.6;59.1;68.3
140482800000;76.3;60.0;67.7
140569200000;73.1;66.8;69.6
140655600000;78.2;68.0;71.7
140742000000;78.0;62.3;71.3
140828400000;81.4;64.0;73.1
140914800000;84.3;70.3;77.2
141001200000;79.9;71.6;75.0
141087600000;84.9;69.4;76.6
141174000000;74.8;61.1;64.9
141260400000;76.8;60.6;67.2
141346800000;64.6;57.5;60.9
141433200000;65.0;56.9;60.8
141519600000;65.4;59.9;63.0
141606000000;62.0;58.0;60.2
141692400000;76.6;61.1;68.2
141778800000;83.4;63.6;73.5
141865200000;82.3;63.9;73.7
141951600000;90.4;67.3;80.5
142038000000;89.9;74.6;82.6
142124400000;94.4;78.1;86.4
142210800000;86.6;72.9;78.8
142297200000;85.6;71.3;75.9
142383600000;90.4;67.5;79.7
142470000000;91.2;74.4;83.0
142556400000;95.1;76.1;85.2
142642800000;89.3;78.7;83.3
142729200000;77.7;64.1;72.3
142815600000;82.9;63.6;73.7
142902000000;87.0;65.6;76.9
142988400000;92.7;71.7;82.9
