"timestamp";"max";"min";"temperature"
597798000000;29.1;14.7;24.1
597884400000;19.1;7.6;13.8
597970800000;29.9;16.6;23.9
598057200000;38.9;28.0;34.0
598143600000;48.3;28.1;39.9
598230000000;28.3;20.4;24.5
598316400000;27.2;22.5;25.2
598402800000;30.9;20.0;25.8
598489200000;41.6;27.1;33.7
598575600000;55.6;35.8;44.7
598662000000;52.1;41.1;48.4
598748400000;40.4;30.4;36.4
598834800000;45.1;29.5;38.9
598921200000;55.6;35.9;43.7
599007600000;53.7;38.1;46.1
599094000000;39.3;31.5;35.1
599180400000;41.1;28.5;34.7
599266800000;56.4;35.5;47.5
599353200000;37.9;32.1;34.7
599439600000;37.0;27.6;32.1
599526000000;37.4;32.2;34.8
599612400000;36.0;31.7;34.4
599698800000;42.2;34.6;38.3
599785200000;41.1;31.4;36.8
599871600000;30.1;11.9;20.5
599958000000;26.0;11.5;18.9
600044400000;26.0;22.4;24.4
600130800000;35.4;26.3;31.7
600217200000;48.0;34.9;43.0
600303600000;45.6;34.5;39.0
600390000000;37.5;29.5;33.8
600476400000;40.9;32.7;36.8
600562800000;47.5;32.2;41.2
600649200000;44.1;30.4;37.8
600735600000;37.9;26.7;33.4
600822000000;48.3;36.6;41.3
600908400000;43.9;34.1;39.0
600994800000;48.3;33.8;40.7
601081200000;48.3;35.3;42.1
601167600000;48.9;39.5;43.7
601254000000;50.0;33.2;41.3
601340400000;30.8;16.6;22.6
601426800000;40.9;21.4;30.6
601513200000;49.4;30.3;38.7
601599600000;59.3;31.5;44.8
601686000000;46.1;35.1;38.9
601772400000;48.0;36.0;42.3
601858800000;45.4;38.5;41.6
601945200000;45.9;33.2;40.0
602031600000;51.2;39.3;45.9
602118000000;50.1;43.5;46.4
602204400000;50.6;39.3;44.9
602290800000;65.8;43.3;53.4
602377200000;50.6;39.3;45.1
602463600000;38.8;28.6;35.1
602550000000;28.7;22.1;25.2
602636400000;26.5;20.0;23.3
602722800000;39.3;25.9;32.4
602809200000;37.3;30.0;33.4
602895600000;35.8;25.1;31.0
602982000000;28.6;18.4;22.2
603068400000;30.2;18.1;24.2
603154800000;42.0;25.6;33.3
603241200000;41.3;29.9;35.4
603327600000;41.3;26.7;33.0
603414000000;52.6;41.5;48.9
603500400000;49.4;38.4;41.6
603586800000;42.7;25.6;38.0
603673200000;29.4;19.6;24.8
603759600000;30.8;20.9;25.7
603846000000;39.4;25.6;32.1
603932400000;44.0;32.6;38.9
604018800000;56.6;41.3;49.2
604105200000;53.9;38.5;45.6
604191600000;39.9;29.0;35.8
604278000000;27.9;20.4;24.1
604364400000;33.6;17.0;25.5
604450800000;35.5;26.9;32.0
604537200000;40.4;33.2;36.4
604623600000;36.9;30.4;33.9
604710000000;41.3;30.7;35.9
604796400000;42.2;28.5;35.1
604882800000;43.5;33.2;39.0
604969200000;39.7;32.1;36.5
605055600000;41.7;33.6;37.4
605142000000;42.8;24.2;30.1
605228400000;25.1;14.7;18.7
605314800000;31.4;15.7;24.0
605401200000;40.4;23.5;32.0
605487600000;43.0;30.4;35.9
605574000000;46.9;29.1;37.5
605660400000;42.6;31.4;38.3
605746800000;36.4;22.5;29.9
605833200000;51.7;34.4;42.4
605919600000;65.5;44.4;53.6
606006000000;56.4;42.8;49.1
606092400000;66.4;42.3;53.0
606178800000;73.7;39.0;57.1
606265200000;44.0;31.5;37.1
606351600000;40.9;30.4;36.4
606438000000;45.9;34.6;41.3
606524400000;43.9;29.1;36.3
606610800000;45.9;32.6;38.9
606697200000;40.4;37.9;38.4
606783600000;61.6;38.3;49.6
606870000000;63.0;47.4;53.7
606952800000;57.9;43.5;51.7
607039200000;81.0;52.2;67.0
607125600000;72.6;53.3;68.4
607212000000;51.4;41.6;43.9
607298400000;44.0;39.9;41.3
607384800000;48.3;38.5;43.6
607471200000;53.5;36.6;44.3
607557600000;57.9;43.4;48.4
607644000000;68.3;44.3;54.4
607730400000;71.0;50.6;57.7
607816800000;53.0;44.5;49.7
607903200000;53.0;41.2;47.1
607989600000;53.0;39.4;46.0
608076000000;53.0;44.0;47.4
608162400000;51.2;38.0;43.5
608248800000;50.3;35.0;42.1
608335200000;52.1;38.0;45.4
608421600000;48.9;42.6;45.0
608508000000;56.4;38.0;45.6
608594400000;48.3;44.9;46.9
608680800000;53.9;46.9;49.2
608767200000;72.4;44.5;58.1
608853600000;71.5;54.3;63.2
608940000000;63.7;45.4;53.7
609026400000;62.9;47.5;54.3
609112800000;65.9;47.9;56.8
609199200000;56.0;38.9;48.2
609285600000;55.8;36.6;45.4
609372000000;61.4;39.3;50.5
609458400000;67.4;50.1;57.1
609544800000;71.9;50.5;58.7
609631200000;74.2;53.0;62.7
609717600000;66.3;49.1;56.2
609804000000;57.4;47.0;53.1
609890400000;73.3;47.8;58.3
609976800000;58.9;51.0;53.8
610063200000;65.8;50.3;56.9
610149600000;61.5;48.9;55.6
610236000000;69.0;47.6;57.2
610322400000;59.7;52.1;55.4
610408800000;73.1;56.8;63.3
610495200000;57.8;48.0;53.9
610581600000;55.0;44.1;50.3
610668000000;64.1;47.1;55.6
610754400000;53.9;47.9;51.1
610840800000;57.3;46.4;51.5
610927200000;61.2;51.4;56.1
611013600000;65.5;52.1;57.8
611100000000;67.5;49.5;58.9
611186400000;67.9;55.0;60.2
611272800000;60.0;55.3;57.4
611359200000;77.2;56.2;65.2
611445600000;85.9;57.8;69.7
611532000000;74.6;58.6;66.7
611618400000;83.7;59.1;71.0
611704800000;81.9;68.1;74.5
611791200000;82.5;60.7;73.2
611877600000;72.1;58.9;65.6
611964000000;62.5;59.6;60.9
612050400000;81.0;57.0;70.0
612136800000;80.4;62.0;71.9
612223200000;76.5;61.9;69.7
612309600000;72.8;55.6;64.1
612396000000;77.7;55.1;67.9
612482400000;79.0;60.3;70.3
612568800000;86.5;69.6;77.9
612655200000;90.9;73.5;81.8
612741600000;92.0;71.5;81.5
612828000000;85.4;68.1;76.3
612914400000;85.4;67.4;75.8
613000800000;76.7;64.3;70.5
613087200000;77.6;64.4;68.5
613173600000;65.4;61.4;63.3
613260000000;79.9;62.4;69.6
613346400000;68.6;61.0;65.1
613432800000;82.5;60.0;70.8
613519200000;78.4;62.5;70.3
613605600000;81.0;60.2;71.7
613692000000;72.7;61.6;66.3
613778400000;65.4;61.0;62.0
613864800000;62.4;59.6;60.7
613951200000;85.5;61.9;70.7
614037600000;81.4;68.6;74.3
614124000000;82.9;65.1;75.3
614210400000;86.7;68.2;77.8
614296800000;81.6;68.7;75.4
614383200000;75.5;69.4;72.1
614469600000;81.7;70.0;74.6
614556000000;83.9;70.8;76.5
614642400000;80.0;69.6;73.6
614728800000;83.9;66.9;74.6
614815200000;91.7;70.2;79.5
614901600000;93.4;72.5;82.9
614988000000;84.7;74.0;77.9
615074400000;76.8;67.4;71.9
615160800000;81.8;62.5;73.0
615247200000;83.9;66.7;75.6
615333600000;90.4;68.6;79.9
615420000000;85.5;70.9;78.3
615506400000;79.3;67.9;73.0
615592800000;77.1;67.1;72.1
615679200000;82.3;68.6;74.9
615765600000;92.4;73.6;82.3
615852000000;82.9;70.6;76.3
615938400000;89.0;67.3;79.1
616024800000;91.9;75.0;83.6
616111200000;89.9;74.5;81.8
616197600000;79.9;69.6;74.9
616284000000;74.0;63.1;69.0
616370400000;81.8;65.6;72.9
616456800000;83.2;65.7;74.6
616543200000;74.1;62.4;69.6
616629600000;76.4;61.5;68.6
616716000000;82.5;66.3;72.9
616802400000;83.9;66.0;74.7
616888800000;77.2;69.4;72.6
616975200000;73.9;67.1;70.1
617061600000;82.1;68.8;74.8
617148000000;90.3;74.1;81.9
617234400000;90.3;72.4;81.4
617320800000;91.3;73.7;82.2
617407200000;95.7;75.7;86.1
617493600000;92.4;78.2;84.8
617580000000;89.4;71.4;79.4
617666400000;80.9;65.5;73.6
617752800000;81.8;68.2;74.6
617839200000;72.6;67.6;70.1
617925600000;79.0;67.5;72.3
618012000000;83.0;68.1;75.9
618098400000;89.0;69.5;79.4
618184800000;93.3;76.8;85.3
618271200000;93.9;79.2;86.5
618357600000;95.0;78.2;86.3
618444000000;83.5;68.8;75.1
618530400000;75.4;57.7;67.4
618616800000;76.8;61.6;69.4
618703200000;77.3;65.0;71.5
618789600000;70.9;60.2;64.9
618876000000;77.1;62.9;70.0
618962400000;80.4;70.6;74.7
619048800000;86.1;70.6;77.0
619135200000;82.5;71.5;75.7
619221600000;88.5;73.5;79.3
619308000000;84.4;71.4;77.6
619394400000;75.4;66.8;72.1
619480800000;73.5;68.7;71.3
619567200000;83.9;68.1;75.8
619653600000;88.0;74.2;80.6
619740000000;85.8;72.1;78.8
619826400000;90.4;72.9;80.0
619912800000;82.2;66.8;74.8
619999200000;76.4;62.0;69.4
620085600000;80.9;61.2;71.1
620172000000;76.4;61.5;69.5
620258400000;78.7;69.6;73.9
620344800000;78.2;72.0;74.9
620431200000;89.4;72.7;79.8
620517600000;81.8;67.1;74.9
620604000000;83.9;68.8;76.2
620690400000;81.5;70.6;75.9
620776800000;77.3;62.1;70.3
620863200000;74.6;60.7;66.9
620949600000;72.4;58.5;65.5
621036000000;74.0;60.2;66.7
621122400000;77.7;62.7;69.5
621208800000;81.4;63.6;71.2
621295200000;88.9;65.6;76.9
621381600000;94.9;74.6;84.5
621468000000;91.7;77.1;83.2
621554400000;80.0;70.5;75.1
621640800000;83.8;68.7;75.1
621727200000;81.4;71.7;74.9
621813600000;75.8;68.7;73.3
621900000000;66.9;62.9;64.7
621986400000;75.0;63.6;68.8
622072800000;69.7;64.6;67.0
622159200000;71.9;61.2;65.6
622245600000;79.6;72.0;75.0
622332000000;84.4;72.8;76.8
622418400000;81.6;73.7;76.7
622504800000;82.1;49.1;68.4
622591200000;63.4;47.6;54.4
622681200000;67.4;48.7;58.9
622767600000;71.5;59.3;64.9
622854000000;61.0;47.9;54.4
622940400000;67.4;47.0;57.0
623026800000;75.3;53.8;64.0
623113200000;68.3;58.7;63.8
623199600000;71.8;54.2;63.0
623286000000;70.9;64.9;68.5
623372400000;69.7;52.6;64.6
623458800000;61.0;47.1;53.3
623545200000;66.3;48.3;56.8
623631600000;73.9;56.6;63.9
623718000000;65.6;53.7;60.4
623804400000;57.9;48.3;52.8
623890800000;53.5;43.6;48.6
623977200000;58.4;42.1;51.4
624063600000;63.4;51.4;56.9
624150000000;71.9;47.7;59.9
624236400000;78.6;56.0;67.3
624322800000;73.1;57.4;64.6
624409200000;68.0;58.3;62.8
624495600000;77.1;59.6;65.9
624582000000;71.5;54.5;68.2
624668400000;53.0;46.9;48.6
624754800000;53.3;44.5;47.5
624841200000;68.1;47.1;57.8
624927600000;51.6;41.1;46.7
625014000000;55.7;44.7;49.7
625100400000;64.3;43.6;52.9
625186800000;68.6;44.7;55.1
625273200000;72.4;49.4;59.4
625359600000;75.4;51.7;62.2
625446000000;74.9;52.6;63.6
625532400000;75.9;58.7;65.9
625618800000;72.9;57.4;63.7
625705200000;73.1;54.1;62.2
625791600000;67.3;60.7;63.0
625878000000;62.5;52.2;57.7
625964400000;53.9;46.6;50.7
626050800000;52.2;40.1;47.8
626137200000;47.0;35.1;41.0
626223600000;54.9;40.3;47.8
626310000000;58.5;49.5;54.6
626396400000;59.9;47.3;53.9
626482800000;61.6;53.0;57.2
626569200000;65.4;51.1;58.1
626655600000;55.6;43.3;49.4
626742000000;55.4;40.8;49.1
626828400000;56.5;42.7;51.2
626914800000;54.4;39.0;47.6
627001200000;69.6;50.7;60.1
627087600000;68.6;59.3;62.7
627174000000;66.9;43.2;56.6
627260400000;44.0;37.0;40.2
627346800000;46.1;34.6;39.6
627433200000;38.4;29.6;34.6
627519600000;59.6;37.5;48.8
627606000000;43.6;26.8;34.1
627692400000;35.0;25.2;30.3
627778800000;30.8;25.6;28.2
627865200000;35.9;25.0;30.3
627951600000;44.0;29.7;37.3
628038000000;51.6;41.5;44.9
628124400000;47.0;39.4;44.1
628210800000;59.1;44.4;52.6
628297200000;43.6;25.2;32.9
628383600000;42.2;24.7;34.2
628470000000;34.6;23.1;30.0
628556400000;48.0;18.6;31.6
628642800000;39.0;19.1;28.9
628729200000;27.9;15.7;22.2
628815600000;32.1;24.7;29.0
628902000000;48.0;28.4;39.6
628988400000;44.7;21.3;32.1
629074800000;26.0;21.3;23.6
629161200000;27.9;18.6;23.5
629247600000;34.0;22.5;27.7
629334000000;38.9;29.5;35.3
629420400000;36.1;30.3;32.1
629506800000;30.4;23.7;27.9
629593200000;29.4;15.7;23.4
629679600000;38.4;23.1;28.9
629766000000;38.6;20.0;25.0
629852400000;30.4;18.1;23.5
629938800000;26.9;17.1;22.7
630025200000;26.5;18.1;23.0
630111600000;30.9;20.0;24.4
630198000000;22.4;13.5;18.3
630284400000;17.9;8.1;12.0
630370800000;19.9;6.8;13.1
630457200000;21.3;8.5;14.6
630543600000;26.9;14.2;21.3
630630000000;32.6;14.6;26.1
630716400000;21.0;8.9;15.0
630802800000;35.5;21.0;27.0
630889200000;31.4;26.0;28.9
630975600000;29.6;25.6;27.7
631062000000;48.2;30.3;36.0
631148400000;47.1;33.2;40.1
631234800000;42.2;30.3;35.4
631321200000;50.1;34.1;40.2
631407600000;50.1;36.6;42.6
631494000000;49.1;38.6;43.2
631580400000;44.9;34.5;37.8
631666800000;43.5;29.0;36.3
631753200000;40.5;33.7;36.0
631839600000;46.1;33.6;39.1
631926000000;46.5;40.5;42.6
632012400000;44.4;38.5;41.1
632098800000;41.6;31.9;37.6
632185200000;32.3;25.1;28.5
632271600000;35.4;25.1;30.6
632358000000;40.8;34.2;37.7
632444400000;55.5;37.1;46.1
632530800000;60.0;43.7;50.4
632617200000;64.5;45.4;57.4
632703600000;45.0;32.7;38.1
632790000000;35.7;30.8;33.8
632876400000;37.5;33.2;35.3
632962800000;46.1;32.1;39.6
633049200000;44.4;37.5;41.0
633135600000;56.5;41.7;49.4
633222000000;51.2;43.0;48.0
633308400000;55.2;37.0;43.5
633394800000;45.4;32.6;38.4
633481200000;54.4;36.3;43.4
633567600000;44.0;36.1;39.9
633654000000;43.4;37.5;40.4
633740400000;49.8;32.1;40.3
633826800000;52.6;35.3;45.2
633913200000;52.1;40.4;48.5
633999600000;39.3;31.4;34.6
634086000000;39.8;33.5;37.1
634172400000;35.4;23.6;30.8
634258800000;54.3;32.2;41.9
634345200000;51.4;40.3;44.8
634431600000;54.9;37.1;45.7
634518000000;62.0;41.3;51.5
634604400000;58.8;36.6;47.9
634690800000;47.4;33.6;40.4
634777200000;44.9;34.1;38.8
634863600000;51.2;31.5;42.2
634950000000;56.5;43.6;50.9
635036400000;41.1;35.4;38.0
635122800000;48.4;36.9;41.4
635209200000;56.9;25.6;41.7
635295600000;36.9;20.5;29.2
635382000000;54.9;34.6;43.3
635468400000;35.5;28.0;31.3
635554800000;49.4;25.1;36.9
635641200000;61.4;36.5;48.3
635727600000;65.0;51.6;59.4
635814000000;50.7;31.4;35.8
635900400000;33.5;12.7;23.8
635986800000;24.0;8.5;16.7
636073200000;35.0;22.3;29.7
636159600000;36.9;27.6;33.5
636246000000;40.4;24.2;32.3
636332400000;51.0;31.7;41.6
636418800000;51.1;40.0;45.0
636505200000;39.4;24.6;30.7
636591600000;35.4;25.1;31.0
636678000000;34.0;24.2;29.5
636764400000;33.0;13.5;23.9
636850800000;45.3;24.1;33.4
636937200000;47.0;31.9;40.4
637023600000;52.9;39.9;44.5
637110000000;66.3;42.4;53.4
637196400000;52.9;44.8;49.4
637282800000;83.4;41.5;63.0
637369200000;61.4;44.2;52.5
637455600000;75.1;41.7;56.1
637542000000;78.1;53.5;65.7
637628400000;71.0;55.1;62.7
637714800000;58.4;48.0;52.7
637801200000;54.8;42.7;48.7
637887600000;48.7;39.3;44.5
637974000000;53.0;37.6;45.0
638060400000;57.4;39.8;49.3
638146800000;66.9;37.6;52.4
638233200000;37.5;33.7;35.8
638319600000;47.0;35.5;41.4
638402400000;54.0;34.6;43.3
638488800000;41.4;27.1;34.2
638575200000;51.7;30.9;42.3
638661600000;47.1;37.1;42.7
638748000000;42.5;36.4;38.6
638834400000;47.4;37.5;42.3
638920800000;45.3;42.1;43.4
639007200000;49.4;43.1;46.3
639093600000;46.1;42.2;43.9
639180000000;47.3;41.6;43.6
639266400000;56.9;41.7;49.0
639352800000;52.5;42.7;49.0
639439200000;48.0;32.7;40.6
639525600000;48.3;35.7;42.1
639612000000;60.2;38.2;49.7
639698400000;67.9;48.5;56.8
639784800000;62.9;42.7;54.3
639871200000;49.4;38.0;43.2
639957600000;51.2;34.6;42.3
640044000000;53.9;38.9;46.5
640130400000;62.4;47.3;54.1
640216800000;66.9;49.6;57.5
640303200000;65.9;43.5;52.8
640389600000;52.4;37.6;45.1
640476000000;58.8;41.1;49.9
640562400000;64.2;45.2;55.2
640648800000;61.5;53.2;56.8
640735200000;72.9;50.1;58.9
640821600000;79.6;57.4;67.1
640908000000;61.6;50.7;55.5
640994400000;64.8;49.7;54.4
641080800000;71.1;50.3;59.3
641167200000;90.3;50.6;69.7
641253600000;88.0;65.9;77.4
641340000000;72.3;51.0;55.9
641426400000;55.5;50.3;53.0
641512800000;80.4;54.9;66.3
641599200000;67.4;57.8;62.2
641685600000;69.4;50.1;59.3
641772000000;59.1;49.4;55.0
641858400000;69.6;50.1;55.4
641944800000;65.4;46.9;55.4
642031200000;69.2;51.2;60.1
642117600000;69.8;52.0;60.4
642204000000;82.1;51.1;66.1
642290400000;68.6;56.6;62.2
642376800000;59.6;50.7;55.2
642463200000;62.5;45.6;53.9
642549600000;66.8;53.9;60.3
642636000000;74.9;55.1;64.1
642722400000;72.4;54.0;62.9
642808800000;63.1;58.6;60.6
642895200000;63.0;56.7;60.5
642981600000;66.9;53.5;61.5
643068000000;71.5;51.2;61.7
643154400000;65.7;54.4;58.9
643240800000;52.0;47.9;49.5
643327200000;63.9;47.2;55.9
643413600000;64.1;49.9;57.3
643500000000;68.3;52.4;60.0
643586400000;76.4;53.3;65.2
643672800000;64.6;56.5;60.2
643759200000;76.0;55.5;61.8
643845600000;72.9;55.1;63.2
643932000000;60.6;53.4;58.3
644018400000;73.5;53.9;60.6
644104800000;76.4;51.6;64.7
644191200000;82.9;59.2;71.1
644277600000;86.1;64.8;75.1
644364000000;81.8;68.2;73.1
644450400000;75.3;60.3;68.5
644536800000;73.3;52.2;62.5
644623200000;76.2;57.9;68.0
644709600000;83.3;63.6;73.3
644796000000;77.7;63.6;68.7
644882400000;81.4;63.0;73.0
644968800000;80.9;68.7;74.7
645055200000;68.7;60.4;64.7
645141600000;80.0;58.1;67.9
645228000000;81.0;58.5;68.7
645314400000;70.2;62.5;65.5
645400800000;77.1;61.9;68.3
645487200000;79.4;60.6;69.0
645573600000;82.5;64.9;72.5
645660000000;80.9;65.4;72.1
645746400000;82.5;68.1;72.2
645832800000;79.0;65.0;72.5
645919200000;78.6;69.2;73.1
646005600000;89.4;67.1;78.6
646092000000;84.9;71.4;77.1
646178400000;80.4;69.9;75.3
646264800000;79.5;65.0;72.4
646351200000;84.9;65.6;75.3
646437600000;87.4;68.9;78.1
646524000000;88.0;71.9;80.4
646610400000;88.0;72.3;78.8
646696800000;87.1;72.2;78.6
646783200000;80.4;66.8;71.4
646869600000;75.4;66.3;70.6
646956000000;87.2;65.1;76.7
647042400000;95.6;72.6;84.4
647128800000;94.3;80.3;87.0
647215200000;79.4;70.0;74.0
647301600000;80.4;64.1;72.1
647388000000;80.0;67.1;73.3
647474400000;93.3;72.4;81.0
647560800000;88.1;74.9;80.3
647647200000;79.1;66.4;71.0
647733600000;67.9;61.1;64.3
647820000000;70.0;57.8;64.0
647906400000;73.5;65.4;68.7
647992800000;86.2;68.3;75.9
648079200000;85.4;74.6;79.2
648165600000;89.4;72.0;80.7
648252000000;92.9;73.4;83.4
648338400000;92.9;75.4;84.9
648424800000;92.9;76.3;84.8
648511200000;85.5;73.6;78.6
648597600000;81.4;72.9;76.7
648684000000;87.0;74.5;78.4
648770400000;81.8;71.5;75.1
648856800000;88.4;71.5;79.7
648943200000;86.7;73.1;78.0
649029600000;80.4;71.9;75.3
649116000000;79.4;72.0;75.3
649202400000;82.1;71.8;76.0
649288800000;81.4;71.4;75.2
649375200000;87.7;70.6;76.9
649461600000;83.4;66.0;74.4
649548000000;85.9;66.7;77.3
649634400000;90.4;71.7;81.1
649720800000;90.4;74.5;81.5
649807200000;80.1;74.1;76.5
649893600000;83.4;71.4;76.0
649980000000;83.4;73.6;77.3
650066400000;84.3;70.1;77.1
650152800000;81.9;71.4;75.2
650239200000;77.6;71.4;74.2
650325600000;84.4;70.1;76.9
650412000000;88.4;72.1;79.4
650498400000;87.4;71.0;79.7
650584800000;83.4;69.2;76.2
650671200000;84.3;71.7;78.0
650757600000;87.0;71.3;79.6
650844000000;88.9;73.1;80.9
650930400000;89.4;73.5;81.2
651016800000;81.4;60.7;72.4
651103200000;69.2;61.1;65.1
651189600000;69.7;59.1;65.1
651276000000;75.3;65.2;70.3
651362400000;70.1;66.3;68.3
651448800000;72.4;67.9;70.4
651535200000;84.4;70.5;76.3
651621600000;88.4;71.4;78.9
651708000000;90.4;73.6;78.7
651794400000;88.5;72.3;79.4
651880800000;86.6;70.1;77.0
651967200000;82.3;67.1;74.6
652053600000;83.2;67.1;75.2
652140000000;83.9;67.7;75.9
652226400000;88.9;70.1;78.8
652312800000;78.2;69.1;73.6
652399200000;74.9;62.9;68.8
652485600000;81.0;63.5;72.1
652572000000;83.9;73.1;76.9
652658400000;87.4;72.7;78.8
652744800000;74.5;59.1;65.3
652831200000;69.7;56.5;64.5
652917600000;81.0;65.9;73.1
653004000000;85.4;67.8;76.2
653090400000;83.0;70.8;75.8
653176800000;81.9;72.4;76.1
653263200000;81.0;70.6;75.3
653349600000;79.0;68.4;74.1
653436000000;69.7;59.4;64.6
653522400000;60.6;52.2;57.1
653608800000;67.4;46.1;56.8
653695200000;65.9;52.1;59.1
653781600000;71.5;58.7;64.0
653868000000;70.0;53.8;61.9
653954400000;65.0;61.2;63.3
654040800000;67.9;56.0;61.5
654127200000;63.2;49.8;56.6
654213600000;72.4;51.9;61.6
654300000000;75.8;60.1;65.3
654386400000;74.9;57.7;65.1
654472800000;78.6;60.5;68.2
654559200000;79.5;61.1;69.0
654645600000;76.8;63.4;69.6
654735600000;67.4;55.0;61.3
654822000000;68.7;56.7;62.1
654908400000;72.0;51.9;61.8
654994800000;74.4;61.1;67.3
655081200000;76.4;56.3;66.1
655167600000;86.6;61.8;72.7
655254000000;83.4;61.1;71.6
655340400000;81.0;66.3;72.3
655426800000;84.4;69.4;74.6
655513200000;80.0;67.1;73.0
655599600000;78.2;69.2;72.9
655686000000;78.2;66.8;71.6
655772400000;74.4;69.8;72.0
655858800000;79.4;68.8;73.1
655945200000;77.1;63.1;69.7
656031600000;69.0;54.6;61.7
656118000000;72.9;53.3;63.2
656204400000;74.9;57.4;68.7
656290800000;57.9;49.1;52.5
656377200000;62.5;45.1;52.6
656463600000;66.4;47.3;56.5
656550000000;70.1;56.7;63.0
656636400000;68.1;62.5;64.7
656722800000;65.5;55.7;61.8
656809200000;61.5;49.3;54.8
656895600000;51.2;43.6;49.5
656982000000;53.9;37.0;44.8
657068400000;55.0;44.8;49.3
657154800000;51.6;42.2;46.0
657241200000;60.2;38.0;49.3
657327600000;62.4;50.1;55.2
657414000000;65.9;47.1;56.4
657500400000;75.4;53.3;64.5
657586800000;78.6;57.8;67.2
657673200000;73.1;56.3;64.5
657759600000;64.5;54.7;59.4
657846000000;62.9;47.1;56.4
657932400000;54.6;42.1;48.2
658018800000;48.4;38.5;44.5
658105200000;49.7;33.2;42.6
658191600000;62.0;46.6;53.9
658278000000;49.4;42.7;46.1
658364400000;48.4;37.6;41.2
658450800000;43.0;35.1;38.5
658537200000;49.9;34.6;42.0
658623600000;67.4;41.2;53.2
658710000000;71.5;50.3;60.2
658796400000;57.7;42.7;50.4
658882800000;42.4;34.2;38.0
658969200000;49.4;31.3;39.0
659055600000;52.6;34.8;43.8
659142000000;53.5;40.9;46.1
659228400000;54.9;40.1;46.9
659314800000;52.3;48.0;50.1
659401200000;49.1;42.1;46.7
659487600000;63.6;41.7;53.3
659574000000;56.1;45.1;49.8
659660400000;62.4;43.6;52.0
659746800000;66.8;50.3;59.2
659833200000;69.2;40.1;52.2
659919600000;44.4;36.1;40.0
660006000000;53.4;34.3;43.4
660092400000;55.7;42.2;47.5
660178800000;53.0;38.5;45.3
660265200000;61.0;36.1;50.2
660351600000;36.6;32.1;34.8
660438000000;47.4;31.1;39.1
660524400000;46.5;36.2;42.9
660610800000;47.8;41.1;44.2
660697200000;48.9;36.6;42.5
660783600000;54.0;38.1;45.8
660870000000;38.4;30.4;35.3
660956400000;51.2;35.3;42.4
661042800000;60.6;41.3;48.1
661129200000;42.2;31.5;35.0
661215600000;45.8;29.7;37.2
661302000000;48.8;40.5;44.5
661388400000;47.4;37.0;42.0
661474800000;54.6;39.4;47.8
661561200000;53.1;41.1;47.9
661647600000;43.6;33.7;39.2
661734000000;56.1;45.4;50.8
661820400000;61.6;56.8;59.3
661906800000;65.4;56.1;60.6
661993200000;61.4;31.7;46.4
662079600000;30.9;23.6;27.5
662166000000;36.6;26.3;30.9
662252400000;29.5;22.5;25.7
662338800000;37.5;23.7;31.4
662425200000;41.6;35.7;38.5
662511600000;58.7;40.3;49.0
662598000000;60.5;29.9;40.8
662684400000;37.5;25.2;32.0
662770800000;48.4;35.3;41.0
662857200000;39.8;33.1;36.3
662943600000;36.0;28.0;32.3
663030000000;39.0;27.7;34.1
663116400000;43.5;37.5;40.0
663202800000;39.0;25.6;34.2
663289200000;30.2;20.1;25.2
663375600000;36.6;27.1;31.5
663462000000;40.4;29.9;37.0
663548400000;33.6;21.3;26.3
663634800000;37.7;32.1;34.3
663721200000;36.6;26.3;31.8
663807600000;37.0;23.3;30.4
663894000000;48.9;31.9;38.5
663980400000;52.2;37.0;44.9
664066800000;48.3;39.0;44.4
664153200000;40.5;36.1;38.1
664239600000;48.8;35.3;41.5
664326000000;53.5;39.7;45.2
664412400000;44.0;16.2;29.0
664498800000;20.0;9.6;14.8
664585200000;34.6;15.1;26.2
664671600000;39.1;27.6;34.2
664758000000;25.6;17.5;21.9
664844400000;33.4;19.2;26.7
664930800000;39.4;28.5;33.9
665017200000;48.8;37.6;43.2
665103600000;48.4;32.7;40.8
665190000000;52.1;42.0;46.8
665276400000;47.1;26.5;35.8
665362800000;34.5;23.1;29.0
665449200000;51.7;30.7;40.5
665535600000;64.1;39.8;50.3
665622000000;68.1;43.4;54.4
665708400000;69.2;46.6;58.1
665794800000;55.6;41.6;48.4
665881200000;43.2;40.4;41.5
665967600000;45.3;39.3;42.2
666054000000;53.5;37.5;44.5
666140400000;47.4;37.1;42.2
666226800000;38.5;24.7;33.1
666313200000;29.4;19.0;24.2
666399600000;39.4;28.6;34.2
666486000000;51.7;34.6;43.8
666572400000;39.9;23.7;34.9
666658800000;26.4;15.7;21.4
666745200000;37.6;22.7;30.6
666831600000;38.5;30.3;34.9
666918000000;50.3;37.5;41.6
667004400000;60.7;41.6;53.9
667090800000;55.3;34.8;44.5
667177200000;64.5;39.4;50.0
667263600000;38.5;24.2;30.1
667350000000;43.1;23.1;33.8
667436400000;45.2;35.7;39.4
667522800000;36.2;30.0;32.8
667609200000;35.4;29.1;32.3
667695600000;45.0;32.1;38.8
667782000000;60.6;34.6;47.7
667868400000;66.8;48.7;57.0
667954800000;60.6;48.1;52.9
668041200000;58.4;41.7;49.1
668127600000;52.5;38.4;44.4
668214000000;55.5;38.1;47.3
668300400000;52.2;37.0;48.0
668386800000;42.0;29.1;34.4
668473200000;44.2;28.0;35.6
668559600000;44.5;30.0;36.6
668646000000;39.9;26.5;32.3
668732400000;45.9;25.2;35.2
